index,influence,race,age,gender,file_path
3435,25.92158317565918,0,-1,-1,crop_part1\27_0_0_20170103182122389.jpg.chip.jpg
5298,23.1238956451416,0,-1,-1,crop_part1\39_1_0_20170103183137809.jpg.chip.jpg
5067,22.87533950805664,0,-1,-1,crop_part1\37_0_0_20170109013120280.jpg.chip.jpg
6429,21.918338775634766,0,-1,-1,crop_part1\4_1_0_20161219225102680.jpg.chip.jpg
4591,18.724225997924805,0,-1,-1,crop_part1\32_1_0_20170103182602906.jpg.chip.jpg
7701,18.34965705871582,0,-1,-1,crop_part1\60_0_0_20170104184725621.jpg.chip.jpg
4721,18.166671752929688,0,-1,-1,crop_part1\34_0_0_20170103182639105.jpg.chip.jpg
3160,17.117008209228516,0,-1,-1,crop_part1\26_0_0_20170104170627658.jpg.chip.jpg
5875,16.998777389526367,0,-1,-1,crop_part1\43_0_0_20170104183900726.jpg.chip.jpg
5731,16.461576461791992,0,-1,-1,crop_part1\41_0_0_20170104173044203.jpg.chip.jpg
961,11.180784225463867,1,-1,-1,crop_part1\17_1_1_20170109214110957.jpg.chip.jpg
4784,10.707128524780273,1,-1,-1,crop_part1\34_1_1_20170104165020320.jpg.chip.jpg
3806,10.65894889831543,1,-1,-1,crop_part1\29_1_1_20170105163256379.jpg.chip.jpg
5023,9.281030654907227,1,-1,-1,crop_part1\36_1_1_20170109132934818.jpg.chip.jpg
3176,7.696238994598389,1,-1,-1,crop_part1\26_0_1_20170103235317796.jpg.chip.jpg
1004,7.679262161254883,1,-1,-1,crop_part1\18_0_1_20170109214734802.jpg.chip.jpg
8280,7.472012042999268,1,-1,-1,crop_part1\68_0_1_20170111203305459.jpg.chip.jpg
8081,6.638542652130127,1,-1,-1,crop_part1\65_0_1_20170111200815149.jpg.chip.jpg
632,6.4104695320129395,1,-1,-1,crop_part1\15_1_1_20170109212440397.jpg.chip.jpg
67,5.316083908081055,1,-1,-1,crop_part1\10_0_1_20170110223848885.jpg.chip.jpg
1398,12.898441314697266,2,-1,-1,crop_part1\1_0_2_20161219142006881.jpg.chip.jpg
4788,11.74549388885498,2,-1,-1,crop_part1\34_1_2_20170104172537171.jpg.chip.jpg
6630,11.455825805664062,2,-1,-1,crop_part1\50_0_2_20170109012238306.jpg.chip.jpg
3077,10.915163040161133,2,-1,-1,crop_part1\25_1_2_20170104020610884.jpg.chip.jpg
3573,10.138113021850586,2,-1,-1,crop_part1\28_0_2_20161219192654931.jpg.chip.jpg
2139,9.998573303222656,2,-1,-1,crop_part1\1_1_2_20161219212514021.jpg.chip.jpg
4558,9.800273895263672,2,-1,-1,crop_part1\32_0_2_20170104170708615.jpg.chip.jpg
7495,9.795757293701172,2,-1,-1,crop_part1\59_0_2_20170109012736672.jpg.chip.jpg
5417,9.795387268066406,2,-1,-1,crop_part1\3_0_2_20161219153035532.jpg.chip.jpg
3187,9.625748634338379,2,-1,-1,crop_part1\26_0_2_20170104022540590.jpg.chip.jpg
3663,21.540809631347656,3,-1,-1,crop_part1\28_1_3_20170104222837663.jpg.chip.jpg
6254,20.775196075439453,3,-1,-1,crop_part1\49_0_3_20170104214709125.jpg.chip.jpg
2771,20.067420959472656,3,-1,-1,crop_part1\23_1_3_20170104223200053.jpg.chip.jpg
8518,18.604917526245117,3,-1,-1,crop_part1\70_1_3_20170109142852824.jpg.chip.jpg
2241,17.712839126586914,3,-1,-1,crop_part1\1_1_3_20161220145228183.jpg.chip.jpg
2242,16.880537033081055,3,-1,-1,crop_part1\1_1_3_20161220145230678.jpg.chip.jpg
1726,14.627700805664062,3,-1,-1,crop_part1\1_0_3_20161219230436137.jpg.chip.jpg
1767,14.601155281066895,3,-1,-1,crop_part1\1_0_3_20161220220317465.jpg.chip.jpg
2834,14.238581657409668,3,-1,-1,crop_part1\24_0_3_20170104230211113.jpg.chip.jpg
6255,14.136489868164062,3,-1,-1,crop_part1\49_0_3_20170104220818198.jpg.chip.jpg
4326,20.412912368774414,4,-1,-1,crop_part1\2_1_4_20170103213401125.jpg.chip.jpg
3132,16.773744583129883,4,-1,-1,crop_part1\25_1_4_20161221195850512.jpg.chip.jpg
2283,15.649446487426758,4,-1,-1,crop_part1\1_1_4_20161221193821215.jpg.chip.jpg
8956,15.310214042663574,4,-1,-1,crop_part1\7_1_4_20161221193133117.jpg.chip.jpg
2276,13.937278747558594,4,-1,-1,crop_part1\1_1_4_20161221193419158.jpg.chip.jpg
6573,13.770831108093262,4,-1,-1,crop_part1\4_1_4_20170103212605868.jpg.chip.jpg
2842,13.217536926269531,4,-1,-1,crop_part1\24_0_4_20170103223928055.jpg.chip.jpg
8955,13.08602523803711,4,-1,-1,crop_part1\7_1_4_20161221193125000.jpg.chip.jpg
2964,12.72783374786377,4,-1,-1,crop_part1\24_1_4_20170103223348808.jpg.chip.jpg
2844,11.655732154846191,4,-1,-1,crop_part1\24_0_4_20170103234945243.jpg.chip.jpg
