file_path,influence,race,weight
crop_part1\100_1_0_20170110183726390.jpg.chip.jpg,-0.0815513879060745,Caucasian,0.6850194935036711
crop_part1\100_1_2_20170105174847679.jpg.chip.jpg,-0.0209027230739593,Asian,1.1019849470262038
crop_part1\101_1_2_20170105174739309.jpg.chip.jpg,4.0962018966674805,Asian,1.4894487092672122
crop_part1\10_0_0_20161220222308131.jpg.chip.jpg,-2.910929651989136e-06,Caucasian,0.6855785724042178
crop_part1\10_0_0_20170103200329407.jpg.chip.jpg,2.438402134430362e-06,Caucasian,0.6855785923609284
crop_part1\10_0_0_20170103200522151.jpg.chip.jpg,-4.8127491027116776e-05,Caucasian,0.6855782624091529
crop_part1\10_0_0_20170103233459275.jpg.chip.jpg,1.4492322407022584e-05,Caucasian,0.6855785923609284
crop_part1\10_0_0_20170104013211746.jpg.chip.jpg,11.016195297241213,Caucasian,0.6855785923609284
crop_part1\10_0_0_20170110215927291.jpg.chip.jpg,-0.0029594167135655,Caucasian,0.6855583032334814
crop_part1\10_0_0_20170110220033115.jpg.chip.jpg,-2.9351744160521772e-05,Caucasian,0.685578391131654
crop_part1\10_0_0_20170110220111082.jpg.chip.jpg,-5.998741471557878e-05,Caucasian,0.685578181100055
crop_part1\10_0_0_20170110220235233.jpg.chip.jpg,0.0094672795385122,Caucasian,0.6855785923609284
crop_part1\10_0_0_20170110220251986.jpg.chip.jpg,0.0005481915432028,Caucasian,0.6855785923609284
crop_part1\10_0_0_20170110220255346.jpg.chip.jpg,2.6574840545654297,Caucasian,0.6855785923609284
crop_part1\10_0_0_20170110220316298.jpg.chip.jpg,2.2183454036712646,Caucasian,0.6855785923609284
crop_part1\10_0_0_20170110220403810.jpg.chip.jpg,-1.8202499151229856,Caucasian,0.6730993486153772
crop_part1\10_0_0_20170110220447314.jpg.chip.jpg,-0.0143675068393349,Caucasian,0.685480091809782
crop_part1\10_0_0_20170110220503946.jpg.chip.jpg,-8.147484186338261e-05,Caucasian,0.6855780337868544
