file_path,influence,race,weight
crop_part1\100_1_0_20170110183726390.jpg.chip.jpg,-0.0815513879060745,Caucasian,0.6350680100269103
crop_part1\100_1_2_20170105174847679.jpg.chip.jpg,-0.0209027230739593,Asian,0.9996391155807189
crop_part1\101_1_2_20170105174739309.jpg.chip.jpg,4.0962018966674805,Asian,1.3339022699664123
crop_part1\10_0_0_20161220222308131.jpg.chip.jpg,-2.910929651989136e-06,Caucasian,0.6371463428236401
crop_part1\10_0_0_20170103200329407.jpg.chip.jpg,2.438402134430362e-06,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170103200522151.jpg.chip.jpg,-4.8127491027116776e-05,Caucasian,0.6371451904408375
crop_part1\10_0_0_20170103233459275.jpg.chip.jpg,1.4492322407022584e-05,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170104013211746.jpg.chip.jpg,11.016195297241213,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110215927291.jpg.chip.jpg,-0.0029594167135655,Caucasian,0.6370709937409564
crop_part1\10_0_0_20170110220033115.jpg.chip.jpg,-2.9351744160521772e-05,Caucasian,0.6371456689568311
crop_part1\10_0_0_20170110220111082.jpg.chip.jpg,-5.998741471557878e-05,Caucasian,0.637144888180522
crop_part1\10_0_0_20170110220235233.jpg.chip.jpg,0.0094672795385122,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220251986.jpg.chip.jpg,0.0005481915432028,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220255346.jpg.chip.jpg,2.6574840545654297,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220316298.jpg.chip.jpg,2.2183454036712646,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220403810.jpg.chip.jpg,-1.8202499151229856,Caucasian,0.5907557885517558
crop_part1\10_0_0_20170110220447314.jpg.chip.jpg,-0.0143675068393349,Caucasian,0.6367802487910135
crop_part1\10_0_0_20170110220503946.jpg.chip.jpg,-8.147484186338261e-05,Caucasian,0.6371443405550333
crop_part1\10_0_0_20170110220514186.jpg.chip.jpg,1.167589545249939,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220530650.jpg.chip.jpg,0.0003051412932109,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220539329.jpg.chip.jpg,2.8479506969451904,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220541850.jpg.chip.jpg,-0.0006932815886102,Caucasian,0.6371287481359695
crop_part1\10_0_0_20170110220546177.jpg.chip.jpg,1.4011133316671476e-05,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220548521.jpg.chip.jpg,0.0469438359141349,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220557169.jpg.chip.jpg,-0.0001248301850864,Caucasian,0.6371432356069696
crop_part1\10_0_0_20170110220644705.jpg.chip.jpg,6.207855039974675e-05,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110220654150.jpg.chip.jpg,-0.0007569852168671,Caucasian,0.6371271245944298
crop_part1\10_0_0_20170110221714752.jpg.chip.jpg,-8.323149681091309,Caucasian,0.4250238171089745
crop_part1\10_0_0_20170110221719390.jpg.chip.jpg,2.695748844416812e-05,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110221811823.jpg.chip.jpg,0.003496661549434,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110224223937.jpg.chip.jpg,-3.365829979884438e-05,Caucasian,0.6371455592005714
crop_part1\10_0_0_20170110224238891.jpg.chip.jpg,-4.2868156015174463e-05,Caucasian,0.6371453244794958
crop_part1\10_0_0_20170110224253445.jpg.chip.jpg,-8.558790432289243e-05,Caucasian,0.637144235730113
crop_part1\10_0_0_20170110224255796.jpg.chip.jpg,-2.5041831719363472e-08,Caucasian,0.6371464163729635
crop_part1\10_0_0_20170110224402264.jpg.chip.jpg,-0.0015288536669686,Caucasian,0.6371074528657343
crop_part1\10_0_0_20170110224406532.jpg.chip.jpg,-0.0001807608641684,Caucasian,0.6371418101656985
crop_part1\10_0_0_20170110224416035.jpg.chip.jpg,-0.0026674470864236,Caucasian,0.6370784348370289
crop_part1\10_0_0_20170110224500062.jpg.chip.jpg,0.7439879775047302,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110224524253.jpg.chip.jpg,0.1470813900232315,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110224549512.jpg.chip.jpg,-0.0454759635031223,Caucasian,0.6359874231229303
crop_part1\10_0_0_20170110224725285.jpg.chip.jpg,-0.0395255386829376,Caucasian,0.6361390747970852
crop_part1\10_0_0_20170110224757882.jpg.chip.jpg,0.021968213841319,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110225013755.jpg.chip.jpg,-0.0399385280907154,Caucasian,0.636128549408228
crop_part1\10_0_0_20170110225035898.jpg.chip.jpg,0.0036635270807892,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110225227587.jpg.chip.jpg,1.5533430996583775e-05,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110225243501.jpg.chip.jpg,0.0395410433411598,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110225246490.jpg.chip.jpg,0.0004446278908289,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110225252799.jpg.chip.jpg,8.544607162475586,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110225402690.jpg.chip.jpg,0.0012576939770951,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110225414790.jpg.chip.jpg,2.2407588958740234,Caucasian,0.6371464170111761
crop_part1\10_0_0_20170110225417177.jpg.chip.jpg,-0.0002967379405163,Caucasian,0.6371388543905524
crop_part1\10_0_0_20170110225421531.jpg.chip.jpg,-2.019500732421875,Caucasian,0.5856777107786143
